date,value
2012-04-13,28.19
2012-04-14,28.17
2012-04-15,28.15
2012-04-16,28.14
2012-04-17,28.12
2012-04-18,28.11
2012-04-19,28.09
2012-04-20,28.08
2012-04-21,28.08
2012-04-22,28.08
2012-04-23,28.06
2012-04-24,28.04
2012-04-25,28.01
2012-04-26,27.99
2012-04-27,27.97
2012-04-28,27.95
2012-04-29,27.93
2012-04-30,27.91
2012-05-01,27.9
2012-05-02,27.91
2012-05-03,27.92
2012-05-04,27.94
2012-05-05,27.95
2012-05-06,27.93
2012-05-07,27.92
2012-05-08,27.93
2012-05-09,27.94
2012-05-10,27.95
2012-05-11,27.94
2012-05-12,27.94
2012-05-13,27.96
2012-05-14,27.97
2012-05-15,27.97
2012-05-16,27.99
2012-05-17,27.98
2012-05-18,27.99
2012-05-19,28.0
2012-05-20,28.01
2012-05-21,28.01
2012-05-22,28.0
2012-05-23,27.99
2012-05-24,27.98
2012-05-25,27.97
2012-05-26,27.96
2012-05-27,27.96
2012-05-28,27.96
2012-05-29,27.95
2012-05-30,27.94
2012-05-31,27.91
2012-06-01,27.88
2012-06-02,27.85
2012-06-03,27.83
2012-06-04,27.82
2012-06-05,27.79
2012-06-06,27.75
2012-06-07,27.73
2012-06-11,27.61
2012-06-12,27.62
2012-06-13,27.62
2012-06-14,27.63
2012-06-15,27.63
2012-06-16,27.64
2012-06-17,27.66
2012-06-18,27.7
2012-06-19,27.73
2012-06-20,27.77
2012-06-21,27.78
2012-06-22,27.79
2012-06-23,27.79
2012-06-24,27.79
2012-06-25,27.8
2012-06-26,27.83
2012-06-27,27.85
2012-06-28,27.87
2012-06-29,27.88
2012-06-30,27.89
2012-07-01,27.89
2012-07-02,27.91
2012-07-03,27.93
2012-07-04,27.95
2012-07-05,27.97
2012-07-06,27.99
2012-07-07,28.0
2012-07-08,28.01
2012-07-09,28.03
2012-07-10,28.05
2012-07-11,28.04
2012-07-12,28.05
2012-07-13,28.06
2012-07-14,28.07
2012-07-15,28.08
2012-07-16,28.09
2012-07-17,28.11
2012-07-18,28.12
2012-07-19,28.12
2012-07-20,28.13
2012-07-21,28.14
2012-07-22,28.15
2012-07-23,28.19
2012-07-24,28.24
2012-07-25,28.26
2012-07-26,28.28
2012-07-27,28.29
2012-07-28,28.3
2012-07-29,28.3
2012-07-30,28.32
2012-07-31,28.34
2012-08-01,28.35
2012-08-02,28.37
2012-08-03,28.38
2012-08-04,28.4
2012-08-05,28.42
2012-08-06,28.46
2012-08-07,28.48
2012-08-08,28.5
2012-08-09,28.5
2012-08-10,28.5
2012-08-11,28.51
2012-08-12,28.53
2012-08-13,28.55
2012-08-14,28.57
2012-08-15,28.59
2012-08-16,28.61
2012-08-17,28.62
2012-08-18,28.63
2012-08-19,28.64
2012-08-20,28.67
2012-08-21,28.69
2012-08-22,28.72
2012-08-23,28.74
2012-08-24,28.75
2012-08-25,28.75
2012-08-26,28.75
2012-08-27,28.74
2012-08-28,28.74
2012-08-29,28.74
2012-08-30,28.73
2012-08-31,28.72
2012-09-01,28.72
2012-09-02,28.72
2012-09-03,28.73
2012-09-04,28.74
2012-09-05,28.77
2012-09-06,28.79
2012-09-07,28.81
2012-09-08,28.82
2012-09-09,28.85
2012-09-10,28.91
2012-09-11,28.93
2012-09-12,28.96
2012-09-13,28.98
2012-09-14,28.99
2012-09-15,29.02
2012-09-16,29.05
2012-09-17,29.12
2012-09-18,29.17
2012-09-19,29.17
2012-09-20,29.15
2012-09-21,29.13
2012-09-22,29.12
2012-09-23,29.12
2012-09-24,29.17
2012-09-25,29.17
2012-09-26,29.16
2012-09-27,29.14
2012-09-28,29.13
2012-09-29,29.13
2012-09-30,29.12
2012-10-01,29.12
2012-10-02,29.12
2012-10-03,29.12
2012-10-04,29.11
2012-10-05,29.1
2012-10-06,29.09
2012-10-07,29.08
2012-10-08,29.07
2012-10-09,29.07
2012-10-10,29.06
2012-10-11,29.05
2012-10-12,29.05
2012-10-13,29.08
2012-10-14,29.11
2012-10-15,29.15
2012-10-16,29.19
2012-10-17,29.2
2012-10-18,29.2
2012-10-19,29.17
2012-10-20,29.14
2012-10-21,29.11
2012-10-22,29.09
2012-10-23,29.07
2012-10-24,29.06
2012-10-25,29.04
2012-10-26,29.03
2012-10-27,29.02
2012-10-28,29.01
2012-10-29,28.99
2012-10-30,28.97
2012-10-31,28.95
2012-11-01,28.93
2012-11-02,28.92
2012-11-03,28.91
2012-11-04,28.9
2012-11-05,28.89
2012-11-06,28.88
2012-11-07,28.86
2012-11-08,28.85
2012-11-09,28.84
2012-11-10,28.83
2012-11-11,28.82
2012-11-12,28.81
2012-11-13,28.8
2012-11-14,28.79
2012-11-15,28.78
2012-11-16,28.76
2012-11-17,28.74
2012-11-18,28.72
2012-11-19,28.71
2012-11-20,28.7
2012-11-21,28.68
2012-11-22,28.67
2012-11-23,28.65
2012-11-24,28.64
2012-11-25,28.63
2012-11-26,28.62
2012-11-27,28.61
2012-11-28,28.6
2012-11-29,28.59
2012-11-30,28.58
2012-12-01,28.57
2012-12-02,28.56
2012-12-03,28.55
2012-12-04,28.55
2012-12-05,28.54
2012-12-06,28.53
2012-12-07,28.52
2012-12-08,28.51
2012-12-09,28.5
2012-12-10,28.49
2012-12-11,28.48
2012-12-12,28.47
2012-12-13,28.46
2012-12-14,28.45
2012-12-15,28.44
2012-12-16,28.42
2012-12-17,28.41
2012-12-18,28.4
2012-12-19,28.38
2012-12-20,28.37
2012-12-21,28.36
2012-12-22,28.34
2012-12-23,28.32
2012-12-24,28.31
2012-12-25,28.29
2012-12-26,28.28
2012-12-27,28.26
2012-12-28,28.24
2012-12-29,28.23
2012-12-30,28.21
2012-12-31,28.19
2013-01-01,28.18
2013-01-02,28.16
2013-01-03,28.14
2013-01-04,28.12
2013-01-05,28.11
2013-01-06,28.09
2013-01-07,28.07
2013-01-08,28.05
2013-01-09,28.03
2013-01-10,28.01
2013-01-11,27.99
2013-01-12,27.97
2013-01-13,27.96
2013-01-14,27.94
2013-01-15,27.92
2013-01-16,27.9
2013-01-17,27.88
2013-01-18,27.86
2013-01-19,27.84
2013-01-20,27.82
2013-01-21,27.8
2013-01-22,27.78
2013-01-23,27.76
2013-01-24,27.74
2013-01-25,27.72
2013-01-26,27.7
2013-01-27,27.67
2013-01-28,27.65
2013-01-29,27.63
2013-01-30,27.61
2013-01-31,27.59
2013-02-01,27.57
2013-02-02,27.54
2013-02-03,27.52
2013-02-04,27.5
2013-02-05,27.48
2013-02-06,27.46
2013-02-07,27.44
2013-02-08,27.41
2013-02-09,27.39
2013-02-10,27.37
2013-02-11,27.35
2013-02-12,27.33
2013-02-13,27.31
2013-02-14,27.28
2013-02-15,27.26
2013-02-16,27.24
2013-02-17,27.22
2013-02-18,27.19
2013-02-19,27.17
2013-02-20,27.15
2013-02-21,27.11
2013-02-22,27.08
2013-02-23,27.05
2013-02-24,27.02
2013-02-25,27.0
2013-02-26,26.97
2013-02-27,26.94
2013-02-28,26.91
2013-03-01,26.88
2013-03-02,26.85
2013-03-03,26.83
2013-03-04,26.81
2013-03-05,26.79
2013-03-06,26.77
2013-03-07,26.75
2013-03-08,26.73
2013-03-09,26.71
2013-03-10,26.69
2013-03-11,26.68
2013-03-12,26.66
2013-03-13,26.64
2013-03-14,26.62
2013-03-15,26.6
