,date,value
0,1990-01-18,179.66
1,1990-02-13,180.34
2,1990-03-06,182.16
3,1990-03-27,181.58
4,1990-04-20,180.87
5,1990-05-03,180.52
6,1990-05-31,180.03
7,1990-06-27,179.7
8,1990-07-13,179.65
9,1990-08-02,179.48
10,1990-09-26,179.23
11,1990-10-31,179.56
12,1990-11-30,179.9
13,1990-12-28,180.64
14,1991-01-29,182.44
15,1991-02-28,181.34
16,1991-03-29,181.0
17,1991-04-29,180.47
18,1991-05-29,180.14
19,1991-06-27,179.82
20,1991-07-31,179.55
21,1991-08-31,179.35
22,1991-09-25,179.3
23,1991-10-31,179.22
24,1991-11-30,179.28
25,1991-12-23,179.93
26,1992-01-30,179.63
27,1992-02-29,180.22
28,1992-03-29,181.06
29,1992-04-28,180.79
30,1992-05-30,180.53
31,1992-07-30,179.56
32,1992-08-28,179.52
33,1992-09-30,179.44
34,1992-10-29,179.44
35,1992-11-30,182.12
36,1992-12-28,181.44
37,1993-01-25,182.85
38,1993-01-28,182.8
39,1993-02-10,182.02
40,1993-02-15,181.82
41,1993-02-20,181.62
42,1993-02-25,181.42
43,1993-02-28,181.34
44,1993-03-05,181.17
45,1993-03-10,181.0
46,1993-03-15,180.86
47,1993-03-20,180.74
48,1993-03-25,180.62
49,1993-03-30,180.52
50,1993-04-01,180.48
51,1993-04-05,180.47
52,1993-04-10,180.38
53,1993-04-15,180.28
54,1993-04-20,180.2
55,1993-04-25,180.1
56,1993-04-30,180.06
57,1993-05-01,180.04
58,1993-05-05,180.02
59,1993-05-10,179.97
60,1993-05-15,179.89
61,1993-05-20,179.87
62,1993-05-25,179.83
63,1993-05-30,179.79
64,1993-06-01,179.78
65,1993-06-05,179.75
66,1993-06-10,179.7
67,1993-06-15,179.66
68,1993-06-20,179.62
69,1993-06-25,179.58
70,1993-06-30,179.54
71,1993-07-01,179.54
72,1993-07-05,179.5
73,1993-07-10,179.5
74,1993-07-15,179.47
75,1993-07-20,179.44
76,1993-07-25,179.42
77,1993-07-30,179.4
78,1993-08-01,179.39
79,1993-08-05,179.39
80,1993-08-10,179.36
81,1993-08-15,179.32
82,1993-08-20,179.3
83,1993-08-25,179.28
84,1993-08-30,179.26
85,1993-09-01,179.25
86,1993-09-05,179.24
87,1993-09-10,179.24
88,1993-09-15,179.22
89,1993-09-20,179.22
90,1993-09-25,179.22
91,1993-09-30,179.26
92,1993-10-01,179.26
93,1993-10-05,179.26
94,1993-10-10,179.41
95,1993-10-15,179.5
96,1993-10-20,179.58
97,1993-10-25,179.58
98,1993-10-30,179.52
99,1993-11-01,179.51
100,1993-11-05,179.52
101,1993-11-10,179.52
102,1993-11-15,179.52
103,1993-11-20,179.52
104,1993-11-25,179.52
105,1993-11-30,179.51
106,1993-12-30,184.0
107,1994-01-05,184.0
108,1994-01-10,183.93
109,1994-01-15,183.79
110,1994-01-20,183.61
111,1994-01-25,183.35
112,1994-01-30,183.18
113,1994-02-05,183.01
114,1994-02-10,182.89
115,1994-02-15,182.77
116,1994-02-20,182.64
117,1994-02-25,182.53
118,1994-02-28,182.46
119,1994-03-05,182.26
120,1994-03-10,182.02
121,1994-03-15,181.81
122,1994-03-20,181.66
123,1994-03-25,181.9
124,1994-03-30,181.91
125,1994-04-05,181.98
126,1994-04-10,182.18
127,1994-04-15,182.29
128,1994-04-20,182.38
129,1994-04-25,182.39
130,1994-04-30,182.22
131,1994-05-05,181.98
132,1994-05-10,181.7
133,1994-05-15,181.56
134,1994-05-20,181.35
135,1994-05-25,181.17
136,1994-05-30,181.08
137,1994-06-05,180.88
138,1994-06-10,180.76
139,1994-06-15,180.66
140,1994-06-20,180.54
141,1994-06-25,180.45
142,1994-06-30,180.37
143,1994-07-05,180.3
144,1994-07-10,180.16
145,1994-07-15,180.09
146,1994-07-20,180.03
147,1994-07-25,179.99
148,1994-07-30,179.99
149,1994-08-05,179.93
150,1994-08-10,179.86
151,1994-08-15,179.81
152,1994-08-20,179.79
153,1994-08-25,179.76
154,1994-08-30,179.66
155,1994-09-05,179.59
156,1994-09-10,179.52
157,1994-09-15,179.47
158,1994-09-20,179.4
159,1994-09-25,179.34
160,1994-09-30,179.33
161,1994-10-05,179.31
162,1994-10-10,179.29
163,1994-10-15,179.26
164,1994-10-20,179.24
165,1994-10-25,179.2
166,1994-10-30,179.28
167,1994-11-05,179.28
168,1994-11-10,179.28
169,1994-11-15,179.26
170,1994-11-20,179.25
171,1994-11-25,179.24
172,1994-11-30,179.26
173,1994-12-05,179.36
174,1994-12-10,179.47
175,1994-12-15,179.48
176,1994-12-20,179.48
177,1994-12-25,179.48
178,1994-12-30,180.32
179,1995-01-01,179.26
180,1995-01-05,179.26
181,1995-01-10,179.36
182,1995-01-15,179.47
183,1995-01-20,179.48
184,1995-01-25,179.48
185,1995-01-30,180.32
186,1995-02-01,181.6
187,1995-02-05,180.44
188,1995-02-10,179.91
189,1995-02-28,183.67
190,1995-03-01,183.64
191,1995-03-05,183.57
192,1995-03-10,183.45
193,1995-03-15,183.23
194,1995-03-20,183.1
195,1995-03-25,183.09
196,1995-03-30,183.07
197,1995-04-01,183.04
198,1995-04-05,183.07
199,1995-04-10,182.72
200,1995-04-15,182.55
201,1995-04-20,182.44
202,1995-04-25,182.44
203,1995-04-30,182.45
204,1995-05-01,182.44
205,1995-05-05,182.34
206,1995-05-10,182.28
207,1995-05-15,182.15
208,1995-05-20,181.96
209,1995-05-25,181.8
210,1995-05-30,181.76
211,1995-06-01,181.45
212,1995-06-05,181.2
213,1995-06-10,180.85
214,1995-06-15,180.79
215,1995-06-20,180.5
216,1995-06-25,180.34
217,1995-06-30,180.28
218,1995-07-01,180.27
219,1995-07-05,180.2
220,1995-07-10,180.01
221,1995-07-15,179.79
222,1995-07-20,179.76
223,1995-07-25,179.69
224,1995-07-30,179.55
225,1995-08-01,179.54
226,1995-08-05,179.51
227,1995-08-10,179.45
228,1995-08-15,179.34
229,1995-08-20,179.08
230,1995-08-25,179.29
231,1995-08-30,179.44
232,1995-09-01,179.43
233,1995-09-05,179.54
234,1995-09-10,179.58
235,1995-09-15,179.59
236,1995-09-20,179.55
237,1995-09-25,179.51
238,1995-09-30,179.54
239,1995-10-01,179.54
240,1995-10-05,179.61
241,1995-10-10,179.64
242,1995-10-15,179.63
243,1995-10-20,179.65
244,1995-10-25,179.65
245,1995-10-30,179.65
246,1995-11-01,179.65
247,1995-11-30,179.65
248,1995-12-01,179.65
249,1995-12-30,179.77
250,1996-01-10,179.77
251,1996-02-05,179.97
252,1996-02-29,180.7
253,1996-03-07,180.7
254,1996-04-25,180.23
255,1996-05-31,179.79
256,1996-06-28,179.56
257,1996-07-05,179.55
258,1996-07-10,179.56
259,1996-07-15,179.52
260,1996-07-20,179.44
261,1996-07-25,179.42
262,1996-07-30,179.42
263,1996-08-05,179.35
264,1996-08-10,179.33
265,1996-08-15,179.32
266,1996-08-20,179.28
267,1996-08-25,179.3
268,1996-08-30,179.3
269,1996-09-05,179.28
270,1996-09-10,179.23
271,1996-09-15,179.24
272,1996-09-20,179.22
273,1996-09-25,179.2
274,1996-09-30,179.19
275,1996-10-05,179.19
276,1996-10-10,179.2
277,1996-10-15,179.16
278,1996-10-20,179.14
279,1996-10-25,179.12
280,1996-10-30,179.12
281,1996-11-05,179.13
282,1996-11-10,179.28
283,1996-11-15,179.64
284,1996-11-20,180.0
285,1996-11-25,180.2
286,1996-11-30,180.26
287,1996-12-05,180.32
288,1996-12-10,180.44
289,1996-12-15,180.48
290,1996-12-20,180.48
291,1996-12-25,180.52
292,1996-12-30,180.5
293,1997-01-31,180.35
294,1997-02-28,182.28
295,1997-03-26,182.01
296,1997-04-11,180.98
297,1997-05-10,180.32
298,1997-05-15,180.28
299,1997-05-20,180.2
300,1997-05-25,180.07
301,1997-05-30,180.04
302,1997-06-05,179.96
303,1997-06-10,179.9
304,1997-06-15,179.85
305,1997-06-20,179.94
306,1997-06-25,180.01
307,1997-06-30,180.05
308,1997-07-05,180.05
309,1997-07-10,180.05
310,1997-07-15,180.05
311,1997-07-20,179.99
312,1997-07-25,179.93
313,1997-07-30,179.88
314,1997-08-05,179.86
315,1997-08-10,179.85
316,1997-08-15,179.8
317,1997-08-20,179.74
318,1997-08-25,179.73
319,1997-08-30,179.66
320,1997-09-05,179.6
321,1997-09-10,179.58
322,1997-09-15,179.53
323,1997-09-20,179.51
324,1997-09-25,179.48
325,1997-09-30,179.45
326,1997-10-05,179.44
327,1997-10-10,179.42
328,1997-10-15,179.42
329,1997-10-20,179.41
330,1997-10-25,179.4
331,1997-10-30,179.4
332,1997-11-05,179.45
333,1997-11-10,179.68
334,1997-11-15,179.74
335,1997-11-20,179.79
336,1997-11-25,179.8
337,1997-11-30,179.85
338,1997-12-05,179.94
339,1997-12-10,179.99
340,1997-12-15,180.55
341,1997-12-20,180.89
342,1997-12-25,181.28
343,1997-12-30,181.44
344,1998-01-01,181.44
345,1998-01-05,181.55
346,1998-01-10,181.68
347,1998-01-15,181.8
348,1998-01-20,181.96
349,1998-01-25,182.1
350,1998-01-30,182.27
351,1998-02-27,179.12
352,1998-03-31,180.59
353,1998-04-30,181.09
354,1998-05-28,180.85
355,1998-06-30,180.49
356,1998-07-31,179.87
357,1998-08-27,179.63
358,1998-09-30,179.49
359,1998-10-23,179.51
360,1998-11-30,181.84
361,1998-12-30,181.95
362,1999-01-28,182.23
363,1999-02-26,182.49
364,1999-03-29,182.47
365,1999-04-05,181.74
366,1999-04-10,181.42
367,1999-04-15,181.48
368,1999-04-20,181.4
369,1999-04-25,181.33
370,1999-04-30,181.3
371,1999-05-05,181.11
372,1999-05-10,181.0
373,1999-05-15,180.89
374,1999-05-20,180.85
375,1999-05-25,180.79
376,1999-05-30,180.71
377,1999-06-05,180.59
378,1999-06-10,180.52
379,1999-06-15,180.55
380,1999-06-20,180.4
381,1999-06-25,180.36
382,1999-06-30,180.26
383,1999-07-05,180.25
384,1999-07-10,180.16
385,1999-07-15,180.11
386,1999-07-20,180.04
387,1999-07-25,179.96
388,1999-07-30,179.92
389,1999-08-05,179.88
390,1999-08-10,179.84
391,1999-08-15,179.79
392,1999-08-20,179.74
393,1999-08-25,179.69
394,1999-08-30,179.64
395,1999-09-05,179.61
396,1999-09-10,179.59
397,1999-09-15,179.57
398,1999-09-20,179.52
399,1999-09-25,179.52
400,1999-09-30,179.5
401,1999-10-05,179.58
402,1999-10-10,179.62
403,1999-10-15,179.62
404,1999-10-20,179.56
405,1999-10-25,179.53
406,1999-10-30,179.49
407,1999-11-05,179.51
408,1999-11-10,179.65
409,1999-11-15,179.64
410,1999-11-20,179.85
411,1999-11-25,179.89
412,1999-11-30,179.85
413,1999-12-05,179.9
414,1999-12-10,180.34
415,1999-12-15,180.51
416,1999-12-20,180.42
417,1999-12-25,180.4
418,1999-12-30,180.34
419,2000-01-05,182.55
420,2000-01-10,182.54
421,2000-01-15,182.89
422,2000-01-20,183.01
423,2000-01-25,183.03
424,2000-01-30,183.02
425,2000-02-05,183.09
426,2000-02-10,183.07
427,2000-02-15,183.05
428,2000-02-20,183.01
429,2000-02-25,183.02
430,2000-02-29,183.0
431,2000-03-05,183.04
432,2000-03-10,183.22
433,2000-03-15,183.24
434,2000-03-20,182.96
435,2000-03-25,182.74
436,2000-03-30,182.44
437,2000-04-05,182.25
438,2000-04-10,182.04
439,2000-04-15,181.84
440,2000-04-20,181.62
441,2000-04-25,181.46
442,2000-04-30,181.43
443,2000-05-05,181.15
444,2000-05-10,181.04
445,2000-05-15,180.91
446,2000-05-20,180.84
447,2000-05-25,180.73
448,2000-05-30,180.62
449,2000-06-05,180.56
450,2000-06-10,180.52
451,2000-06-15,180.42
452,2000-06-20,180.35
453,2000-06-25,180.26
454,2000-06-30,180.13
455,2000-07-05,180.13
456,2000-07-10,180.18
457,2000-07-15,180.32
458,2000-07-20,180.43
459,2000-07-25,180.43
460,2000-07-30,180.78
461,2000-08-05,180.87
462,2000-08-10,180.87
463,2000-08-15,180.82
464,2000-08-20,180.74
465,2000-08-25,180.74
466,2000-08-30,180.69
467,2000-09-05,180.22
468,2000-09-10,180.15
469,2000-09-15,180.1
470,2000-09-20,180.03
471,2000-09-25,179.99
472,2000-09-30,180.04
473,2000-10-05,179.89
474,2000-10-10,179.87
475,2000-10-15,180.08
476,2000-10-20,180.12
477,2000-10-25,180.12
478,2000-10-30,180.08
479,2000-11-05,180.39
480,2000-11-10,180.55
481,2000-11-15,180.76
482,2000-11-20,181.2
483,2000-11-25,181.11
484,2000-11-30,181.34
485,2000-12-05,181.79
486,2000-12-10,182.2
487,2000-12-15,182.61
488,2000-12-20,182.7
489,2000-12-25,183.0
490,2000-12-30,183.0
491,2001-01-05,183.01
492,2001-01-10,182.98
493,2001-01-15,182.89
494,2001-01-20,183.05
495,2001-01-25,183.08
496,2001-01-30,183.2
497,2001-02-05,183.28
498,2001-02-10,183.52
499,2001-02-15,183.64
500,2001-02-20,183.44
501,2001-02-25,183.18
502,2001-02-28,182.97
503,2001-03-05,182.74
504,2001-03-10,182.48
505,2001-03-15,182.47
506,2001-03-20,182.74
507,2001-03-25,184.0
508,2001-03-30,184.06
509,2001-04-05,183.6
510,2001-04-10,183.37
511,2001-04-15,183.27
