,date,value
0,2009-07-02,958.01
1,2009-07-03,958.01
2,2009-07-04,958.01
3,2009-07-05,958.01
4,2009-07-06,958.01
5,2009-07-07,958.01
6,2009-07-08,958.01
7,2009-07-09,958.0
8,2009-07-10,958.0
9,2009-07-11,958.0
10,2009-07-12,958.0
11,2009-07-13,958.0
12,2009-07-14,958.0
13,2009-07-15,958.0
14,2009-07-16,958.0
15,2009-07-17,958.0
16,2009-07-18,958.0
17,2009-07-19,958.0
18,2009-07-20,958.0
19,2009-07-21,958.0
20,2009-07-22,958.0
21,2009-07-23,958.0
22,2009-07-24,958.0
23,2009-07-25,958.0
24,2009-07-26,958.0
25,2009-07-27,958.0
26,2009-07-28,957.99
27,2009-07-29,957.99
28,2009-07-30,957.99
29,2009-07-31,957.99
30,2009-08-01,957.99
31,2009-08-02,957.99
32,2009-08-03,957.99
33,2009-08-04,957.99
34,2009-08-05,957.99
35,2009-08-06,957.99
36,2009-08-07,957.99
37,2009-08-08,957.99
38,2009-08-09,957.99
39,2009-08-10,957.99
40,2009-08-11,957.99
41,2009-08-12,957.99
42,2009-08-13,957.99
43,2009-08-14,957.99
44,2009-08-15,957.99
45,2009-08-16,957.99
46,2009-08-17,957.99
47,2009-08-18,957.99
48,2009-08-19,957.99
49,2009-08-20,957.99
50,2009-08-21,957.99
51,2009-08-22,957.99
52,2009-08-23,957.99
53,2009-08-24,957.99
54,2009-08-25,957.99
55,2009-08-26,958.0
56,2009-08-27,957.98
57,2009-08-28,957.98
58,2009-08-29,957.99
59,2009-08-30,957.98
60,2009-08-31,957.98
61,2009-09-01,957.98
62,2009-09-02,957.98
63,2009-09-03,957.98
64,2009-09-04,957.98
65,2009-09-05,957.98
66,2009-09-06,957.98
67,2009-09-07,957.98
68,2009-09-08,957.98
69,2009-09-09,957.98
70,2009-09-10,957.98
71,2009-09-11,957.98
72,2009-09-12,957.98
73,2009-09-13,957.98
74,2009-09-14,957.98
75,2009-09-15,957.98
76,2009-09-16,957.99
77,2009-09-17,957.99
78,2009-09-18,957.99
79,2009-09-19,957.99
80,2009-09-20,957.99
81,2009-09-21,957.99
82,2009-09-22,957.99
83,2009-09-23,957.99
84,2009-09-24,957.99
85,2009-09-25,957.98
86,2009-09-26,957.98
87,2009-09-27,957.98
88,2009-09-28,957.98
89,2009-09-29,957.98
90,2009-09-30,957.98
91,2009-10-01,957.98
92,2009-10-02,957.98
93,2009-10-03,957.98
94,2009-10-04,957.98
95,2009-10-05,957.98
96,2009-10-06,957.98
97,2009-10-07,957.98
98,2009-10-08,957.98
99,2009-10-09,957.98
100,2009-10-10,957.98
101,2009-10-11,957.98
102,2009-10-12,957.98
103,2009-10-13,957.98
104,2009-10-14,957.98
105,2009-10-15,957.98
106,2009-10-16,957.98
107,2009-10-17,957.98
108,2009-10-18,957.98
109,2009-10-19,957.98
110,2009-10-20,957.98
111,2009-10-21,958.02
112,2009-10-22,958.38
113,2009-10-23,958.38
114,2009-10-24,958.36
115,2009-10-25,958.06
116,2009-10-26,958.03
117,2009-10-27,958.02
118,2009-10-28,958.01
119,2009-10-29,958.01
120,2009-10-30,958.0
121,2009-10-31,958.0
122,2009-11-01,958.0
123,2009-11-02,958.08
124,2009-11-03,958.36
125,2009-11-04,958.39
126,2009-11-05,958.37
127,2009-11-06,958.33
128,2009-11-07,958.06
129,2009-11-08,958.04
130,2009-11-09,958.04
131,2009-11-10,958.03
132,2009-11-11,958.03
133,2009-11-12,958.02
134,2009-11-13,958.02
135,2009-11-14,958.02
136,2009-11-15,958.01
137,2009-11-16,958.01
138,2009-11-17,958.01
139,2009-11-18,958.01
140,2009-11-19,958.0
141,2009-11-20,958.0
142,2009-11-21,958.0
143,2009-11-22,958.0
144,2009-11-23,958.0
145,2009-11-24,958.0
146,2009-11-25,958.0
147,2009-11-26,958.0
148,2009-11-27,958.0
149,2009-11-28,958.0
150,2009-11-29,958.02
151,2009-11-30,958.52
152,2009-12-01,958.49
153,2009-12-02,958.41
154,2009-12-03,958.62
155,2009-12-04,958.66
156,2009-12-05,958.54
157,2009-12-06,958.42
158,2009-12-07,958.39
159,2009-12-08,958.37
160,2009-12-09,958.36
161,2009-12-10,958.36
162,2009-12-11,958.36
163,2009-12-12,958.36
164,2009-12-13,958.35
165,2009-12-14,958.34
166,2009-12-15,958.34
167,2009-12-16,958.3
168,2009-12-17,958.07
169,2009-12-18,958.06
170,2009-12-19,958.06
171,2009-12-20,958.05
172,2009-12-21,958.05
173,2009-12-22,958.49
174,2009-12-23,958.8
175,2009-12-24,958.71
176,2009-12-25,958.72
177,2009-12-26,958.69
178,2009-12-27,958.52
179,2009-12-28,958.44
180,2009-12-29,958.41
181,2009-12-30,958.39
182,2009-12-31,958.38
183,2010-01-01,958.39
184,2010-01-02,958.44
185,2010-01-03,958.44
186,2010-01-04,958.42
187,2010-01-05,958.41
188,2010-01-06,958.39
189,2010-01-07,958.38
190,2010-01-08,958.38
191,2010-01-09,958.37
192,2010-01-10,958.36
193,2010-01-11,958.39
194,2010-01-12,958.37
195,2010-01-13,958.32
196,2010-01-14,958.32
197,2010-01-15,958.44
198,2010-01-16,958.45
199,2010-01-17,958.47
200,2010-01-18,958.48
201,2010-01-19,958.44
202,2010-01-20,958.38
203,2010-01-21,958.43
204,2010-01-22,958.43
205,2010-01-23,958.41
206,2010-01-24,958.41
207,2010-01-25,958.39
208,2010-01-26,958.41
209,2010-01-27,958.38
210,2010-01-28,958.36
211,2010-01-29,958.36
212,2010-01-30,958.37
213,2010-01-31,958.45
214,2010-02-01,958.51
215,2010-02-02,958.54
216,2010-02-03,958.49
217,2010-02-04,958.44
218,2010-02-05,958.48
219,2010-02-06,958.5
220,2010-02-07,958.5
221,2010-02-08,958.41
222,2010-02-09,958.32
223,2010-02-10,958.39
224,2010-02-11,958.39
225,2010-02-12,958.45
226,2010-02-13,958.39
227,2010-02-14,958.37
228,2010-02-15,958.34
229,2010-02-16,958.3
230,2010-02-17,958.31
231,2010-02-18,958.52
232,2010-02-19,958.61
233,2010-02-20,958.64
234,2010-02-21,958.58
235,2010-02-22,958.44
236,2010-02-23,958.6
237,2010-02-24,958.62
238,2010-02-25,958.6
239,2010-02-26,958.6
240,2010-02-27,958.6
241,2010-02-28,958.54
242,2010-03-01,958.56
243,2010-03-02,958.52
244,2010-03-03,958.48
245,2010-03-04,958.57
246,2010-03-05,958.54
247,2010-03-06,958.48
248,2010-03-07,958.44
249,2010-03-08,958.42
250,2010-03-09,958.4
251,2010-03-10,958.39
252,2010-03-11,958.38
253,2010-03-12,958.37
254,2010-03-13,958.36
255,2010-03-14,958.35
256,2010-03-15,958.35
257,2010-03-16,958.35
258,2010-03-17,958.36
259,2010-03-18,958.37
260,2010-03-19,958.37
261,2010-03-20,958.39
262,2010-03-21,958.4
263,2010-03-22,958.39
264,2010-03-23,958.4
265,2010-03-24,958.4
266,2010-03-25,958.39
267,2010-03-26,958.38
268,2010-03-27,958.37
269,2010-03-28,958.37
270,2010-03-29,958.37
271,2010-03-30,958.37
272,2010-03-31,958.38
273,2010-04-01,958.4
274,2010-04-02,958.45
275,2010-04-03,958.45
276,2010-04-04,958.51
277,2010-04-05,958.6
278,2010-04-06,958.55
279,2010-04-07,958.47
280,2010-04-08,958.43
281,2010-04-09,958.43
282,2010-04-10,958.43
283,2010-04-11,958.42
284,2010-04-12,958.4
285,2010-04-13,958.39
286,2010-04-14,958.38
287,2010-04-15,958.37
288,2010-04-16,958.37
289,2010-04-17,958.36
290,2010-04-18,958.36
291,2010-04-19,958.36
292,2010-04-20,958.36
293,2010-04-21,958.36
294,2010-04-22,958.36
295,2010-04-23,958.35
296,2010-04-24,958.35
