date,value
2006-06-13,589.56
2006-08-03,589.16
2007-02-19,590.06
2007-03-20,589.96
2007-04-27,589.76
2007-06-07,590.26
2007-08-03,589.96
2007-08-04,589.96
2007-08-05,589.86
2007-08-06,589.86
2007-08-07,589.96
2007-08-08,590.16
2007-08-09,590.16
2007-08-10,590.26
2007-08-11,590.36
2007-08-12,590.36
2007-08-13,590.26
2007-08-14,590.26
2007-08-15,590.16
2007-08-16,590.16
2007-08-17,590.16
2007-08-18,590.16
2007-08-19,590.16
2007-08-20,590.16
2007-08-21,590.16
2007-08-22,590.16
2007-08-23,590.16
2007-08-24,590.16
2007-08-25,590.16
2007-08-26,590.16
2007-08-27,590.16
2007-08-28,590.06
2007-08-29,590.06
2007-08-30,590.26
2007-08-31,590.36
2007-09-01,590.26
2007-09-02,590.26
2007-09-03,590.26
2007-09-04,590.16
2007-09-05,590.16
2007-09-06,590.16
2007-09-07,589.96
2007-09-08,590.06
2007-09-09,590.06
2007-09-10,590.06
2007-09-11,589.96
2007-09-12,589.96
2007-09-13,589.96
2007-09-14,589.96
2007-09-15,589.86
2007-09-16,589.86
2007-09-17,589.76
2007-09-18,589.86
2007-09-19,589.86
2007-09-20,589.86
2007-09-21,589.86
2007-09-22,589.86
2007-09-23,589.86
2007-09-24,589.96
2007-09-25,589.96
2007-09-26,590.06
2007-09-27,590.36
2007-09-28,590.96
2007-09-29,590.76
2007-09-30,590.46
2007-10-01,590.36
2007-10-02,590.26
2007-10-03,590.26
2007-10-04,590.16
2007-10-05,590.16
2007-10-06,590.16
2007-10-07,590.16
2007-10-08,590.16
2007-10-09,590.16
2007-10-10,590.06
2007-10-11,590.06
2007-10-12,590.16
2007-10-13,590.16
2007-10-14,590.16
2007-10-15,590.16
2007-10-16,590.06
2007-10-17,590.06
2007-10-25,589.96
2007-10-26,589.96
2007-10-27,589.96
2007-10-28,589.96
2007-10-29,589.96
2007-10-30,589.96
2007-10-31,589.96
2007-11-01,589.96
2007-11-02,589.96
2007-11-03,589.96
2007-11-04,589.96
2007-11-05,589.96
2007-11-06,589.96
2007-11-07,589.96
2007-11-08,589.96
2007-11-09,589.86
2007-11-10,589.86
2007-11-11,589.86
2007-11-12,589.96
2007-11-13,589.96
2007-11-14,589.96
2007-11-15,590.06
2007-11-16,590.06
2007-11-27,590.26
2007-11-28,590.16
2007-11-29,590.16
2007-11-30,590.16
2007-12-01,590.16
2007-12-02,590.16
2007-12-03,590.16
2007-12-04,590.16
2007-12-05,590.16
2007-12-06,590.16
2007-12-07,590.16
2007-12-08,590.16
2007-12-09,590.16
2007-12-10,590.26
2007-12-11,590.36
2007-12-12,590.46
2007-12-13,590.46
2007-12-14,590.36
2007-12-15,590.26
2007-12-16,590.26
2007-12-17,590.16
2008-01-24,590.16
