,date,value
0,2003-12-10,81.7
1,2003-12-11,81.7
2,2003-12-12,81.7
3,2003-12-13,81.7
4,2003-12-14,81.72
5,2003-12-15,81.7
6,2003-12-16,81.7
7,2003-12-17,81.72
8,2003-12-18,81.74
9,2003-12-19,81.76
10,2003-12-20,81.74
11,2003-12-21,81.76
12,2003-12-22,81.74
13,2003-12-23,81.7
14,2003-12-24,81.76
15,2003-12-25,81.76
16,2003-12-26,81.81
17,2003-12-27,81.89
18,2003-12-28,82.06
19,2003-12-29,82.1
20,2003-12-30,82.29
21,2003-12-31,82.39
22,2004-01-01,82.51
23,2004-01-02,82.7
24,2004-01-03,82.79
25,2004-01-04,82.91
26,2004-01-05,83.01
27,2004-01-06,83.1
28,2004-01-07,83.18
29,2004-01-08,83.29
30,2004-01-09,83.47
31,2004-01-10,83.52
32,2004-01-11,83.64
33,2004-01-12,83.79
34,2004-01-13,84.06
35,2004-01-14,84.37
36,2004-01-15,84.64
37,2004-01-16,84.87
38,2004-01-17,85.04
39,2004-01-18,85.18
40,2004-01-19,85.16
41,2004-01-20,85.32
42,2004-01-21,85.39
43,2004-01-22,85.41
44,2004-01-23,85.53
45,2004-01-24,85.62
46,2004-01-25,85.66
47,2004-01-26,85.86
48,2004-01-27,86.06
49,2004-01-28,86.16
50,2004-01-29,86.26
51,2004-01-30,86.22
52,2004-01-31,86.28
53,2004-02-01,86.26
54,2004-02-02,86.19
55,2004-02-03,86.17
56,2004-02-04,86.14
57,2004-02-05,86.14
58,2004-02-06,86.14
59,2004-02-07,86.19
60,2004-02-08,86.1
61,2004-02-09,86.04
62,2004-02-10,85.99
63,2004-02-11,86.0
64,2004-02-12,85.99
65,2004-02-13,85.94
66,2004-02-14,85.93
67,2004-02-15,85.94
68,2004-02-16,85.88
69,2004-02-17,85.83
70,2004-02-18,85.81
71,2004-02-19,85.81
72,2004-02-20,85.84
73,2004-02-21,85.86
74,2004-02-22,85.86
75,2004-02-23,85.77
76,2004-02-24,85.67
77,2004-02-25,85.7
78,2004-02-26,85.71
79,2004-02-27,85.74
80,2004-02-28,85.7
81,2004-02-29,85.59
82,2004-03-01,85.48
83,2004-03-02,85.38
84,2004-03-03,85.38
85,2004-03-04,85.42
86,2004-03-05,85.53
87,2004-03-06,85.55
88,2004-03-07,85.52
89,2004-03-08,85.52
90,2004-03-09,85.49
91,2004-03-10,85.52
92,2004-03-11,85.55
93,2004-03-12,85.67
94,2004-03-13,85.66
95,2004-03-14,85.54
96,2004-03-15,85.49
97,2004-03-16,85.44
98,2004-03-17,85.47
99,2004-03-18,85.47
100,2004-03-19,85.46
101,2004-03-20,85.48
102,2004-03-21,85.5
103,2004-03-22,85.49
104,2004-03-23,85.48
105,2004-03-24,85.49
106,2004-03-25,85.43
107,2004-03-26,85.46
108,2004-03-27,85.45
109,2004-03-28,85.45
110,2004-03-29,85.43
111,2004-03-30,85.44
112,2004-03-31,85.48
113,2004-04-01,85.46
114,2004-04-02,85.45
115,2004-04-03,85.37
116,2004-04-04,85.3
117,2004-04-05,85.27
118,2004-04-06,85.29
119,2004-04-07,85.32
120,2004-04-08,85.27
121,2004-04-09,85.26
122,2004-04-10,85.25
123,2004-04-11,85.22
124,2004-04-12,85.18
125,2004-04-13,85.14
126,2004-04-14,85.14
127,2004-04-15,85.17
128,2004-04-16,85.18
129,2004-04-17,85.19
130,2004-04-18,85.22
131,2004-04-19,85.28
132,2004-04-20,85.23
133,2004-04-21,85.11
134,2004-04-22,85.08
135,2004-04-23,85.01
136,2004-04-24,84.99
137,2004-04-25,84.99
138,2004-04-26,85.0
139,2004-04-27,85.02
140,2004-04-28,85.04
141,2004-04-29,85.05
142,2004-04-30,85.08
143,2004-05-01,85.03
144,2004-05-02,84.98
145,2004-05-03,84.97
146,2004-05-04,84.98
147,2004-05-05,85.08
148,2004-05-06,85.05
149,2004-05-07,84.98
150,2004-05-08,84.94
151,2004-05-09,84.92
152,2004-05-10,84.91
153,2004-05-11,84.86
154,2004-05-12,84.82
155,2004-05-13,84.8
156,2004-05-14,84.77
157,2004-05-15,84.74
158,2004-05-16,84.72
159,2004-05-17,84.74
160,2004-05-18,84.74
161,2004-05-19,84.7
162,2004-05-20,84.7
163,2004-05-21,84.72
164,2004-05-22,84.68
165,2004-05-23,84.62
166,2004-05-24,84.62
167,2004-05-25,84.62
168,2004-05-26,84.62
169,2004-05-27,84.6
170,2004-05-28,84.58
171,2004-05-29,84.56
172,2004-05-30,84.54
173,2004-05-31,84.52
174,2004-06-01,84.56
175,2004-06-02,84.51
176,2004-06-03,84.45
177,2004-06-04,84.45
178,2004-06-05,84.47
179,2004-06-06,84.47
180,2004-06-07,84.45
181,2004-06-08,84.43
182,2004-06-09,84.39
183,2004-06-10,84.37
184,2004-06-11,84.33
185,2004-06-12,84.31
186,2004-06-13,84.26
187,2004-06-14,84.22
188,2004-06-15,84.22
189,2004-06-16,84.18
190,2004-06-17,84.2
191,2004-06-18,84.2
192,2004-06-19,84.2
193,2004-06-20,84.18
194,2004-06-21,84.14
195,2004-06-22,84.12
196,2004-06-23,84.14
197,2004-06-24,84.06
198,2004-06-25,84.01
199,2004-06-26,83.99
200,2004-06-27,83.99
201,2004-06-28,83.91
202,2004-06-29,83.87
203,2004-06-30,83.89
204,2004-07-01,83.89
205,2004-07-02,83.85
206,2004-07-03,83.81
207,2004-07-04,83.77
208,2004-07-05,83.76
209,2004-07-06,83.7
210,2004-07-07,83.72
211,2004-07-08,83.74
212,2004-07-09,83.66
213,2004-07-10,83.62
214,2004-07-11,83.6
215,2004-07-12,83.6
216,2004-07-13,83.54
217,2004-07-14,83.51
218,2004-07-15,83.49
219,2004-07-16,83.47
220,2004-07-17,83.47
221,2004-07-18,83.41
222,2004-07-19,83.37
223,2004-07-20,83.37
224,2004-07-21,83.33
225,2004-07-22,83.29
226,2004-07-23,83.26
227,2004-07-24,83.18
228,2004-07-25,83.16
229,2004-07-26,83.16
230,2004-07-27,83.14
231,2004-07-28,83.1
232,2004-07-29,83.1
233,2004-07-30,83.04
234,2004-07-31,83.01
235,2004-08-01,82.97
236,2004-08-02,82.97
237,2004-08-03,82.93
238,2004-08-04,82.89
239,2004-08-05,82.85
240,2004-08-06,82.81
241,2004-08-07,82.77
242,2004-08-08,82.79
243,2004-08-09,82.76
244,2004-08-10,82.7
245,2004-08-11,82.66
246,2004-08-12,82.66
247,2004-08-13,82.62
248,2004-08-14,82.56
249,2004-08-15,82.54
250,2004-08-16,82.56
251,2004-08-17,82.58
252,2004-08-18,82.6
253,2004-08-19,82.56
254,2004-08-20,82.51
255,2004-08-21,82.47
256,2004-08-22,82.45
257,2004-08-23,82.45
258,2004-08-24,82.43
259,2004-08-25,82.41
260,2004-08-26,82.37
261,2004-08-27,82.35
262,2004-08-28,82.35
263,2004-08-29,82.31
264,2004-08-30,82.29
265,2004-08-31,82.24
266,2004-09-01,82.24
267,2004-09-02,82.22
268,2004-09-03,82.18
269,2004-09-04,82.14
270,2004-09-05,82.12
271,2004-09-06,82.1
272,2004-09-07,82.08
273,2004-09-08,82.04
274,2004-09-09,82.02
275,2004-09-10,82.01
276,2004-09-11,82.01
277,2004-09-12,82.01
278,2004-09-13,82.02
279,2004-09-14,82.04
280,2004-09-15,82.01
281,2004-09-16,81.97
282,2004-09-17,81.97
283,2004-09-18,81.97
284,2004-09-19,81.95
285,2004-09-20,81.91
286,2004-09-21,81.89
287,2004-09-22,81.85
288,2004-09-23,81.85
289,2004-09-24,81.85
290,2004-09-25,81.79
291,2004-09-26,81.77
292,2004-09-27,81.74
293,2004-09-28,81.72
294,2004-09-29,81.72
295,2004-09-30,81.7
296,2004-10-01,81.68
297,2004-10-02,81.64
298,2004-10-03,81.62
299,2004-10-04,81.62
300,2004-10-05,81.6
301,2004-10-06,81.58
302,2004-10-07,81.54
303,2004-10-08,81.54
304,2004-10-09,81.52
305,2004-10-10,81.56
306,2004-10-11,81.56
307,2004-10-12,81.62
308,2004-10-13,81.64
309,2004-10-14,81.7
310,2004-10-15,81.76
311,2004-10-16,81.76
312,2004-10-17,81.79
313,2004-10-18,81.76
314,2004-10-19,81.77
315,2004-10-20,81.79
316,2004-10-21,81.81
317,2004-10-22,81.76
318,2004-10-23,81.77
319,2004-10-24,81.79
320,2004-10-25,81.79
