date,value
2014-12-11,3.8
2014-12-12,3.86
2014-12-13,3.86
2014-12-14,3.85
2014-12-15,3.85
2014-12-16,3.85
2014-12-17,3.87
2014-12-18,3.86
2014-12-19,3.87
2014-12-20,3.86
2014-12-21,3.86
2014-12-22,3.87
2014-12-23,3.88
2014-12-24,3.87
2014-12-25,3.86
2014-12-26,3.88
2014-12-27,3.88
2014-12-28,3.88
2014-12-29,3.84
2014-12-30,3.83
2014-12-31,3.83
2015-01-01,3.84
2015-01-02,3.84
2015-01-03,3.86
2015-01-04,3.84
2015-01-05,3.85
2015-01-06,3.86
2015-01-07,3.85
2015-01-08,3.87
2015-01-09,3.88
2015-01-10,3.88
2015-01-11,3.88
2015-01-12,3.9
2015-01-13,3.95
2015-01-14,3.96
2015-01-15,4.01
2015-01-16,4.02
2015-01-17,4.05
2015-01-18,4.08
2015-01-19,4.09
2015-01-20,4.12
2015-01-21,4.13
2015-01-22,4.13
2015-01-23,4.11
2015-01-24,4.12
2015-01-25,4.08
2015-01-26,4.09
2015-01-27,4.08
2015-01-28,4.11
2015-01-29,4.14
2015-01-30,4.15
2015-01-31,4.15
2015-02-01,4.13
2015-02-02,4.12
2015-02-03,4.11
2015-02-04,4.11
2015-02-05,4.09
2015-02-06,4.09
2015-02-07,4.07
2015-02-08,4.06
2015-02-09,4.05
2015-02-10,4.05
2015-02-11,4.05
2015-02-12,4.05
2015-02-13,4.07
2015-02-14,4.08
2015-02-15,4.07
2015-02-16,4.06
2015-02-17,4.03
2015-02-18,4.01
2015-02-19,4.03
2015-02-20,4.08
2015-02-21,4.09
2015-02-22,4.09
2015-02-23,4.12
2015-02-24,4.12
2015-02-25,4.11
2015-02-26,4.13
2015-02-27,4.13
2015-02-28,4.14
2015-03-01,4.15
2015-03-02,4.14
2015-03-03,4.13
2015-03-04,4.13
2015-03-05,4.09
2015-03-06,4.09
2015-03-07,4.11
2015-03-08,4.11
2015-03-09,4.09
2015-03-10,4.08
2015-03-11,4.08
2015-03-12,4.07
2015-03-13,4.07
2015-03-14,4.07
