date,value
1993-08-01,141.47
1994-05-10,142.37
1994-08-01,140.17
1994-11-24,140.72
1995-04-04,141.97
1995-07-03,139.97
1995-09-27,141.37
1995-12-07,138.92
1996-01-29,139.2
1996-03-12,140.36
1996-07-02,138.92
1996-10-23,138.01
1997-03-05,137.98
1997-07-03,133.93
1997-10-29,134.72
1998-02-20,138.62
1998-07-23,134.15
1998-12-14,134.56
1999-03-17,134.95
1999-07-29,131.06
1999-12-07,135.34
2000-03-31,135.48
2000-07-06,132.78
2000-10-31,134.4
2000-12-27,136.97
2001-02-27,138.28
2001-03-29,138.08
2001-05-31,136.67
2001-06-29,136.2
2001-07-26,135.73
2001-08-30,134.79
2001-09-27,134.59
2001-10-25,135.65
2001-11-29,137.32
2001-12-20,138.22
2002-01-31,139.23
2002-02-28,139.27
2002-03-21,138.92
2002-04-25,137.87
2002-05-30,136.6
2002-06-27,135.77
2002-07-25,135.26
2002-08-29,134.45
2002-09-26,134.73
2002-10-31,136.02
2002-11-27,137.2
2002-12-19,138.02
2003-01-30,139.08
2003-02-26,139.3
2003-03-27,138.8
2003-04-29,137.84
2003-05-27,136.83
2003-06-26,135.87
2003-07-31,133.37
2003-08-28,131.88
2003-09-25,131.85
2003-10-23,132.74
2003-11-27,134.11
2003-12-18,134.79
2004-01-29,135.74
2004-02-26,135.8
2004-04-01,135.18
2004-10-27,127.44
2004-11-25,128.84
2005-02-24,131.32
2005-05-11,129.42
2006-01-30,129.82
2006-02-23,130.75
2006-04-04,130.55
2006-04-27,129.02
2006-06-01,126.41
2006-07-12,122.95
2006-08-23,122.56
2007-12-13,128.92
2008-01-23,129.23
2008-01-29,129.49
2008-02-28,129.29
2008-03-27,129.05
2008-04-29,128.72
2008-06-26,126.63
2008-07-24,126.86
2008-08-28,127.62
2008-10-02,127.82
2008-10-30,127.85
2008-12-17,129.38
2009-01-23,129.23
2009-03-25,128.75
2009-04-11,125.09
2009-04-12,125.74
2009-04-13,128.52
2009-04-14,128.46
2009-04-15,128.42
2009-04-16,128.56
2009-04-17,128.36
2009-04-18,128.1
2009-04-19,127.9
2009-04-20,127.76
2009-04-21,127.72
2009-04-22,127.64
2009-04-23,127.59
2009-04-24,127.51
2009-04-25,127.49
2009-04-26,127.58
2009-04-27,127.58
2009-04-28,127.39
2009-04-29,127.39
2009-04-30,127.39
2009-05-01,127.39
2009-05-02,127.9
2009-05-03,128.18
2009-05-04,128.35
2009-05-05,128.51
2009-05-06,128.63
2009-05-07,128.36
2009-05-08,128.34
2009-05-09,128.28
2009-05-10,128.24
2009-05-11,128.24
2009-05-12,128.16
2009-05-13,128.12
2009-05-15,128.1
2009-05-17,128.15
2009-05-18,127.99
2009-05-19,127.92
2009-05-20,127.9
2009-05-21,127.81
2009-05-22,127.81
2009-05-23,127.76
