date,value
2001-09-01,862.98
2001-09-02,862.98
2001-09-03,862.98
2001-09-04,862.97
2001-09-05,862.97
2001-09-06,862.97
2001-09-07,862.96
2001-09-08,862.96
2001-09-09,862.95
2001-09-10,862.94
2001-09-11,862.94
2001-09-12,862.95
2001-09-13,862.94
2001-09-14,862.91
2001-09-15,862.89
2001-09-16,862.85
2001-09-17,862.83
2001-09-18,862.83
2001-09-19,862.83
2001-09-20,862.83
2001-09-21,862.82
2001-09-22,862.83
2001-09-23,862.86
2001-09-24,862.85
2001-09-25,862.82
2001-09-26,862.81
2001-09-27,862.82
2001-09-28,862.82
2001-09-29,862.82
2001-09-30,862.82
2001-10-01,862.82
2001-10-02,862.81
2001-10-03,862.81
2001-10-04,862.81
2001-10-05,862.81
2001-10-06,862.81
2001-10-07,862.82
2001-10-08,862.86
2001-10-09,862.84
2001-10-10,862.82
2001-10-11,862.82
2001-10-12,862.77
2001-10-13,862.77
2001-10-14,862.78
2001-10-15,862.78
2001-10-16,862.76
2001-10-17,862.77
2001-10-18,862.79
2001-10-19,862.8
2001-10-20,862.82
2001-10-21,862.8
2001-10-22,862.79
2001-10-23,862.85
2001-10-24,862.92
2001-10-25,862.96
2001-10-26,863.0
2001-10-27,863.02
2001-10-28,863.02
2001-10-29,863.01
2001-10-30,863.0
2001-10-31,862.99
2001-11-01,862.95
2001-11-02,862.94
2001-11-03,862.94
2001-11-04,862.95
2001-11-05,862.94
2001-11-06,862.92
2001-11-07,862.92
2001-11-08,862.93
2001-11-09,862.89
2001-11-10,862.84
2001-11-11,862.83
2001-11-12,862.85
2001-11-13,862.87
2001-11-14,862.82
2001-11-15,862.79
2001-11-16,862.78
2001-11-17,862.78
2001-11-18,862.82
2001-11-19,862.82
2001-11-20,862.77
2001-11-21,862.75
2001-11-22,862.75
2001-11-23,862.77
2001-11-24,862.76
2001-11-25,862.78
2001-11-26,862.8
2001-11-27,862.78
2001-11-28,862.76
2001-11-29,862.75
2001-11-30,862.78
2001-12-01,862.77
2001-12-02,862.76
2001-12-03,862.75
2001-12-04,862.75
2001-12-05,862.74
2001-12-06,862.73
2001-12-07,862.71
2001-12-08,862.71
2001-12-09,862.7
2001-12-10,862.7
2001-12-11,862.69
2001-12-12,862.72
2001-12-13,862.72
2001-12-14,862.68
2001-12-15,862.68
2001-12-16,862.67
2001-12-17,862.67
2001-12-18,862.66
2001-12-19,862.66
2001-12-20,862.67
2001-12-21,862.67
2001-12-22,862.72
2001-12-23,862.69
2001-12-24,862.66
2001-12-25,862.7
2001-12-26,862.72
2001-12-27,862.69
2001-12-28,862.71
2001-12-29,862.74
2001-12-30,862.72
2001-12-31,862.65
2002-01-01,862.61
2002-01-02,862.65
2002-01-03,862.68
