,date,value
0,2005-04-27,134.97
1,2005-05-04,135.09
2,2005-05-11,135.14
3,2005-05-18,135.14
4,2005-05-25,135.13
5,2005-06-01,135.07
6,2005-06-08,134.99
7,2005-06-15,134.55
8,2005-06-22,134.83
9,2005-06-29,134.82
10,2005-07-06,134.7
11,2005-07-13,134.55
12,2005-07-20,134.48
13,2005-07-27,134.42
14,2005-08-03,134.38
15,2005-08-10,134.31
16,2005-08-17,134.25
17,2005-08-24,134.2
18,2005-08-31,134.07
19,2005-09-07,134.06
20,2005-09-14,134.12
21,2005-09-21,134.18
22,2005-09-28,134.24
23,2005-10-05,134.36
24,2005-10-12,134.25
25,2005-10-19,134.2
26,2005-10-26,134.14
27,2005-11-02,134.21
28,2005-11-09,134.17
29,2005-11-16,134.14
30,2005-11-23,134.13
31,2005-11-30,134.11
32,2005-12-07,134.11
33,2005-12-14,134.23
34,2005-12-21,134.33
35,2005-12-28,134.39
36,2006-01-04,134.41
37,2006-01-11,134.42
38,2006-01-18,134.45
39,2006-01-25,134.47
40,2006-02-01,134.46
41,2006-02-08,134.46
42,2006-02-15,134.45
43,2006-02-22,134.54
44,2006-03-01,134.72
45,2006-03-08,134.89
46,2006-03-15,135.28
47,2006-03-22,135.48
48,2006-03-29,135.61
49,2006-04-05,135.75
50,2006-04-12,135.79
51,2006-04-19,135.8
52,2006-04-26,135.7
53,2006-05-03,135.58
54,2006-05-10,135.44
55,2006-05-17,135.35
56,2006-05-25,135.26
57,2006-06-02,135.17
58,2006-06-09,135.07
59,2006-06-16,134.96
60,2006-06-23,134.87
61,2006-06-30,134.79
62,2006-07-07,134.72
63,2006-07-14,134.66
64,2006-07-21,134.59
65,2006-07-28,134.52
66,2006-08-04,134.46
67,2006-08-11,134.4
68,2006-08-18,134.34
69,2006-10-25,134.52
70,2006-11-23,134.59
71,2006-12-01,133.97
72,2006-12-08,134.1
73,2006-12-15,134.27
74,2006-12-22,134.36
75,2006-12-29,134.37
76,2007-01-05,134.29
77,2007-02-03,135.28
78,2007-02-10,135.32
79,2007-02-17,135.5
80,2007-02-26,135.75
81,2007-03-05,136.11
82,2007-03-12,136.4
83,2007-03-19,136.25
84,2007-03-26,136.09
85,2007-04-01,135.94
86,2007-04-02,135.92
87,2007-04-03,135.9
88,2007-04-04,135.88
89,2007-04-05,135.85
90,2007-04-06,135.83
91,2007-04-07,135.81
92,2007-04-08,135.78
93,2007-04-09,135.76
94,2007-04-10,135.74
95,2007-04-11,135.71
96,2007-04-12,135.69
97,2007-04-13,135.66
98,2007-04-14,135.64
99,2007-04-15,135.62
100,2007-04-16,135.6
101,2007-04-17,135.58
102,2007-04-18,135.56
103,2007-04-19,135.54
104,2007-05-23,135.01
105,2007-05-24,135.0
106,2007-05-25,134.99
107,2007-05-26,134.98
108,2007-05-27,134.97
109,2007-05-28,134.96
110,2007-05-29,134.95
111,2007-05-30,134.94
112,2007-05-31,134.93
113,2007-06-01,134.92
114,2007-06-02,134.92
115,2007-06-03,134.91
116,2007-06-04,134.9
117,2007-06-05,134.9
118,2007-06-06,134.89
119,2007-06-07,134.88
120,2007-06-08,134.88
121,2007-06-09,134.88
122,2007-06-10,134.87
123,2007-06-11,134.86
124,2007-06-12,134.86
125,2007-06-13,134.86
126,2007-06-14,134.85
127,2007-06-15,134.85
128,2007-06-16,134.85
129,2007-06-17,134.85
130,2007-06-18,134.85
131,2007-06-19,134.85
132,2007-06-20,134.85
133,2007-06-21,134.85
134,2007-06-22,134.85
135,2007-06-23,134.85
136,2007-06-24,134.85
137,2007-06-25,134.85
138,2007-06-26,134.84
139,2007-06-27,134.84
140,2007-06-28,134.83
141,2007-06-29,134.83
142,2007-06-30,134.82
143,2007-07-01,134.82
144,2007-07-02,134.81
145,2007-07-03,134.81
146,2007-07-04,134.8
147,2007-07-05,134.8
148,2007-07-06,134.8
149,2007-07-07,134.8
150,2007-07-08,134.8
151,2007-07-09,134.8
152,2007-07-10,134.8
153,2007-07-11,134.8
154,2007-07-12,134.81
155,2007-07-13,134.81
156,2007-07-14,134.82
157,2007-07-15,134.83
