date,value
2008-06-25,14.72
2008-06-26,14.73
2008-06-27,14.69
2008-06-28,14.78
2008-06-29,14.78
2008-06-30,14.72
2008-07-01,14.58
2008-07-02,14.55
2008-07-03,14.58
2008-07-04,14.56
2008-07-05,14.52
2008-07-06,14.54
2008-07-07,14.72
2008-07-08,14.56
2008-07-09,14.63
2008-07-10,14.53
2008-07-11,14.53
2008-07-12,14.5
2008-07-13,14.55
2008-07-14,14.52
2008-07-15,14.48
2008-07-16,14.47
2008-07-17,14.39
2008-07-18,14.45
2008-07-19,14.4
2008-07-20,14.38
2008-07-21,14.44
2008-07-22,14.31
2008-07-23,14.32
2008-07-24,14.23
2008-07-25,14.3
2008-07-26,14.28
2008-07-27,14.2
2008-07-28,14.27
2008-07-29,14.22
2008-07-30,14.13
2008-07-31,14.08
2008-08-01,14.03
2008-08-02,13.88
2008-08-03,13.88
2008-08-04,13.85
2008-08-05,13.9
2008-08-06,13.87
2008-08-07,13.82
2008-08-08,13.7
2008-08-09,13.55
2008-08-10,13.53
2008-08-11,13.54
2008-08-12,13.51
2008-08-13,13.61
2008-08-14,13.86
2008-08-15,14.02
2008-08-16,13.78
2008-08-17,13.75
2008-08-18,13.78
2008-08-19,13.69
2008-08-20,13.73
2008-08-21,13.85
2008-08-22,13.82
2008-08-23,13.87
2008-08-24,13.85
2008-08-25,13.91
2008-08-26,13.86
2008-08-27,13.84
2008-08-28,13.84
2008-08-29,13.75
2008-08-30,13.8
2008-08-31,13.87
2008-09-01,13.9
2008-09-02,13.98
2008-09-03,14.09
2008-09-04,14.22
2008-09-05,14.25
2008-09-06,14.26
2008-09-07,14.36
2008-09-08,14.2
2008-09-09,14.04
2008-09-10,14.05
2008-09-11,14.09
2008-09-12,14.15
2008-09-13,14.08
2008-09-14,14.15
2008-09-15,14.22
2008-09-16,14.22
2008-09-17,14.26
2008-09-18,14.31
2008-09-19,14.4
2008-09-20,14.46
2008-09-21,14.5
2008-09-22,14.53
2008-09-23,14.53
2008-09-24,14.56
2008-09-25,14.62
2008-09-26,14.64
2008-09-27,14.62
2008-09-28,14.61
2008-09-29,14.6
2008-09-30,14.57
2008-10-01,14.46
2008-10-02,14.41
2008-10-03,14.17
2008-10-04,14.16
2008-10-05,14.08
2008-10-06,14.25
2008-10-07,14.23
2008-10-08,14.25
2008-10-09,14.1
2008-10-10,14.09
2008-10-11,14.17
2008-10-12,14.12
2008-10-13,14.19
2008-10-14,14.06
2008-10-15,14.11
2008-10-16,14.06
2008-10-17,14.12
2008-10-18,14.19
2008-10-19,14.07
2008-10-20,14.19
2008-10-21,14.16
2008-10-22,14.13
2008-10-23,14.2
2008-10-24,14.28
2008-10-25,14.24
2008-10-26,14.24
2008-10-27,14.27
2008-10-28,14.28
2008-10-29,14.41
2008-10-30,14.6
2008-10-31,14.61
2008-11-01,14.71
2008-11-02,14.68
2008-11-03,14.83
2008-11-04,14.94
2008-11-05,15.12
2008-11-06,15.28
2008-11-07,15.26
2008-11-08,15.12
2008-11-09,15.02
2008-11-10,15.01
2008-11-11,14.95
2008-11-12,14.94
2008-11-13,14.91
2008-11-14,14.85
2008-11-15,14.83
2008-11-16,14.78
2008-11-17,14.86
2008-11-18,14.82
2008-11-19,14.76
2008-11-20,14.72
2008-11-21,14.71
2008-11-22,14.7
2008-11-23,14.65
2008-11-24,14.69
2008-11-25,14.61
2008-11-26,14.62
2008-11-27,14.54
2008-11-28,14.56
2008-11-29,14.68
2008-11-30,14.74
2008-12-01,14.88
2008-12-02,14.92
2008-12-03,15.05
2008-12-04,14.98
2008-12-05,14.82
2008-12-06,14.84
2008-12-07,14.7
2008-12-08,14.75
2008-12-09,14.71
2008-12-10,14.82
2008-12-11,15.11
2008-12-12,15.27
2008-12-13,15.24
2008-12-14,15.36
2008-12-15,15.92
2008-12-16,16.06
2008-12-17,15.91
2008-12-18,15.94
2008-12-19,15.75
2008-12-20,15.62
2008-12-21,15.51
2008-12-22,15.5
2008-12-23,15.44
2008-12-24,15.38
2008-12-25,15.34
2008-12-26,15.33
2008-12-27,15.29
2008-12-28,15.24
2008-12-29,15.23
2008-12-30,15.17
2008-12-31,15.14
2009-01-01,15.15
2009-01-02,15.16
2009-01-03,15.13
2009-01-04,15.06
2009-01-05,15.1
2009-01-06,15.08
2009-01-07,15.08
2009-01-08,15.04
2009-01-09,15.04
2009-01-10,15.04
2009-01-11,15.01
2009-01-12,15.06
