,date,value
0,2005-12-13,355.21
1,2005-12-14,355.22
2,2005-12-15,355.23
3,2005-12-16,355.25
4,2005-12-17,355.26
5,2005-12-18,355.21
6,2005-12-19,355.2
7,2005-12-20,355.19
8,2005-12-21,355.19
9,2005-12-22,355.19
10,2005-12-23,355.22
11,2005-12-24,355.23
12,2005-12-25,355.24
13,2005-12-26,355.26
14,2005-12-27,355.27
15,2005-12-28,355.25
16,2005-12-29,355.22
17,2005-12-30,355.25
18,2005-12-31,355.26
19,2006-01-01,355.25
20,2006-01-02,355.23
21,2006-01-03,355.18
22,2006-01-04,355.23
23,2006-01-05,355.25
24,2006-01-06,355.24
25,2006-01-07,355.21
26,2006-01-08,355.21
27,2006-01-09,355.21
28,2006-01-10,355.19
29,2006-01-11,355.2
30,2006-01-12,355.21
31,2006-01-13,355.23
32,2006-01-14,355.23
33,2006-01-15,355.25
34,2006-01-16,355.25
35,2006-01-17,355.27
36,2006-01-18,355.27
37,2006-01-19,355.22
38,2006-01-20,355.22
39,2006-01-21,355.22
40,2006-01-22,355.21
41,2006-01-23,355.22
42,2006-01-24,355.23
43,2006-01-25,355.26
44,2006-01-26,355.27
45,2006-01-27,355.26
46,2006-01-28,355.27
47,2006-01-29,355.24
48,2006-01-30,355.24
49,2006-01-31,355.24
50,2006-02-01,355.24
51,2006-02-02,355.26
52,2006-02-03,355.26
53,2006-02-04,355.25
54,2006-02-05,355.22
55,2006-02-06,355.23
56,2006-02-07,355.25
57,2006-02-08,355.28
58,2006-02-09,355.27
59,2006-02-10,355.25
60,2006-02-11,355.24
61,2006-02-12,355.24
62,2006-02-13,355.25
63,2006-02-14,355.26
64,2006-02-15,355.31
65,2006-02-16,355.32
66,2006-02-17,355.29
67,2006-02-18,355.3
68,2006-02-19,355.32
69,2006-02-20,355.29
70,2006-02-21,355.26
71,2006-02-22,355.24
72,2006-02-23,355.27
73,2006-02-24,355.29
74,2006-02-25,355.29
75,2006-02-26,355.28
76,2006-02-27,355.27
77,2006-02-28,355.29
78,2006-03-01,355.29
79,2006-03-02,355.31
80,2006-03-03,355.32
81,2006-03-04,355.34
82,2006-03-05,355.31
83,2006-03-06,355.24
84,2006-03-07,355.27
85,2006-03-08,355.31
86,2006-03-09,355.31
87,2006-03-10,355.31
88,2006-03-11,355.31
89,2006-03-12,355.25
90,2006-03-13,355.27
91,2006-03-14,355.3
92,2006-03-15,355.31
93,2006-03-16,355.3
94,2006-03-17,355.31
95,2006-03-18,355.33
96,2006-03-19,355.32
97,2006-03-20,355.33
98,2006-03-21,355.33
99,2006-03-22,355.33
100,2006-03-23,355.33
101,2006-03-24,355.34
102,2006-03-25,355.3
103,2006-03-26,355.32
104,2006-03-27,355.32
105,2006-03-28,355.32
106,2006-03-29,355.32
107,2006-03-30,355.34
108,2006-03-31,355.33
109,2006-04-01,355.35
110,2006-04-02,355.35
111,2006-04-03,355.34
112,2006-04-04,355.4
113,2006-04-05,355.42
114,2006-04-06,355.36
115,2006-04-07,355.37
116,2006-04-08,355.39
117,2006-04-09,355.41
118,2006-04-10,355.43
119,2006-04-11,355.54
120,2006-04-12,355.58
121,2006-04-13,355.62
122,2006-04-14,355.67
123,2006-04-15,355.7
124,2006-04-16,355.69
125,2006-04-17,355.72
126,2006-04-18,355.71
127,2006-04-19,355.74
128,2006-04-20,355.75
129,2006-04-21,355.75
130,2006-04-22,355.75
131,2006-04-23,355.76
132,2006-04-24,355.76
133,2006-04-25,355.73
134,2006-04-26,355.74
135,2006-04-27,355.75
136,2006-04-28,355.77
137,2006-04-29,355.76
138,2006-04-30,355.78
139,2006-05-01,355.8
140,2006-05-02,355.77
141,2006-05-03,355.75
142,2006-05-04,355.74
143,2006-05-05,355.71
144,2006-05-06,355.72
145,2006-05-07,355.75
146,2006-05-08,355.77
147,2006-05-09,355.77
148,2006-05-10,355.81
149,2006-05-11,355.83
150,2006-05-12,355.82
151,2006-05-13,355.81
152,2006-05-14,355.83
153,2006-05-15,355.86
154,2006-05-16,355.85
155,2006-05-17,355.86
156,2006-05-18,355.85
157,2006-05-19,355.86
158,2006-05-20,355.92
159,2006-05-21,355.94
160,2006-05-22,355.96
161,2006-05-23,355.85
162,2006-05-24,355.79
163,2006-05-25,355.8
164,2006-05-26,355.79
165,2006-05-27,355.78
166,2006-05-28,355.82
167,2006-05-29,355.86
168,2006-05-30,355.85
169,2006-05-31,355.83
170,2006-06-01,355.77
171,2006-06-02,355.77
172,2006-06-03,355.78
173,2006-06-04,355.78
174,2006-06-05,355.78
175,2006-06-06,355.75
176,2006-06-07,355.73
177,2006-06-08,355.73
178,2006-06-09,355.74
179,2006-06-10,355.71
180,2006-06-11,355.68
181,2006-06-12,355.66
182,2006-06-13,355.66
183,2006-06-14,355.65
184,2006-06-15,355.63
185,2006-06-16,355.6
186,2006-06-17,355.59
187,2006-06-18,355.58
188,2006-06-19,355.56
189,2006-06-20,355.55
190,2006-06-21,355.54
191,2006-06-22,355.51
192,2006-06-23,355.51
193,2006-06-24,355.51
194,2006-06-25,355.51
195,2006-06-26,355.48
196,2006-06-27,355.49
197,2006-06-28,355.53
198,2006-06-29,355.53
199,2006-06-30,355.53
200,2006-07-01,355.55
201,2006-07-02,355.55
202,2006-07-03,355.55
203,2006-07-04,355.54
204,2006-07-05,355.51
205,2006-07-06,355.5
206,2006-07-07,355.52
207,2006-07-08,355.54
208,2006-07-09,355.54
209,2006-07-10,355.53
210,2006-07-11,355.52
211,2006-07-12,355.52
212,2006-07-13,355.52
213,2006-07-14,355.51
214,2006-07-15,355.5
215,2006-07-16,355.49
216,2006-07-17,355.49
217,2006-07-18,355.48
218,2006-07-19,355.47
219,2006-07-20,355.45
220,2006-07-21,355.45
221,2006-07-22,355.44
222,2006-07-23,355.43
223,2006-07-24,355.43
224,2006-07-25,355.42
225,2006-07-26,355.4
226,2006-07-27,355.41
227,2006-07-28,355.41
228,2006-07-29,355.42
229,2006-07-30,355.4
230,2006-07-31,355.41
231,2006-08-01,355.42
232,2006-08-02,355.45
233,2006-08-03,355.47
234,2006-08-04,355.43
235,2006-08-05,355.43
236,2006-08-06,355.43
237,2006-08-07,355.45
238,2006-08-08,355.46
239,2006-08-09,355.45
240,2006-08-10,355.44
241,2006-08-11,355.45
242,2006-08-12,355.47
243,2006-08-13,355.47
244,2006-08-14,355.46
245,2006-08-15,355.5
246,2006-08-16,355.51
247,2006-08-17,355.52
248,2006-08-18,355.48
249,2006-08-19,355.46
250,2006-08-20,355.44
251,2006-08-21,355.47
252,2006-08-22,355.49
253,2006-08-23,355.52
254,2006-08-24,355.52
255,2006-08-25,355.53
256,2006-08-26,355.51
257,2006-08-27,355.49
258,2006-08-28,355.53
259,2006-08-29,355.56
260,2006-08-30,355.48
261,2006-08-31,355.48
262,2006-09-01,355.52
263,2006-09-02,355.52
264,2006-09-03,355.48
265,2006-09-04,355.45
266,2006-09-05,355.48
267,2006-09-06,355.49
268,2006-09-07,355.47
269,2006-09-08,355.43
270,2006-09-09,355.44
271,2006-09-10,355.42
272,2006-09-11,355.44
273,2006-09-12,355.44
274,2006-09-13,355.45
275,2006-09-14,355.49
276,2006-09-15,355.67
277,2006-09-16,355.79
278,2006-09-17,355.81
279,2006-09-18,355.82
280,2006-09-19,355.82
281,2006-09-20,355.84
282,2006-09-21,355.86
283,2006-09-22,355.86
284,2006-09-23,355.84
285,2006-09-24,355.84
286,2006-09-25,355.83
287,2006-09-26,355.77
288,2006-09-27,355.79
289,2006-09-28,355.8
290,2006-09-29,355.8
291,2006-09-30,355.78
292,2006-10-01,355.76
293,2006-10-02,355.8
294,2006-10-03,355.84
295,2006-10-04,355.74
296,2006-10-05,355.7
297,2006-10-06,355.77
298,2006-10-07,355.78
299,2006-10-08,355.76
300,2006-10-09,355.75
301,2006-10-10,355.77
302,2006-10-11,355.79
303,2006-10-12,355.77
304,2006-10-13,355.69
305,2006-10-14,355.72
306,2006-10-15,355.73
307,2006-10-16,355.75
308,2006-10-17,355.76
309,2006-10-18,355.81
310,2006-10-19,355.83
311,2006-10-20,355.8
312,2006-10-21,355.77
313,2006-10-22,355.78
314,2006-10-23,355.81
315,2006-10-24,355.79
316,2006-10-25,355.74
317,2006-10-26,355.73
318,2006-10-27,355.65
319,2006-10-28,355.63
320,2006-10-29,355.67
321,2006-10-30,355.7
322,2006-10-31,355.71
323,2006-11-01,355.69
324,2006-11-02,355.62
325,2006-11-03,355.63
326,2006-11-04,355.61
327,2006-11-05,355.62
328,2006-11-06,355.65
329,2006-11-07,355.67
330,2006-11-08,355.65
331,2006-11-09,355.61
332,2006-11-10,355.61
333,2006-11-11,355.63
334,2006-11-12,355.64
335,2006-11-13,355.64
336,2006-11-14,355.66
337,2006-11-15,355.67
338,2006-11-16,355.69
339,2006-11-17,355.68
340,2006-11-18,355.71
341,2006-11-19,355.75
342,2006-11-20,355.85
343,2006-11-21,355.94
344,2006-11-22,355.96
345,2006-11-23,356.0
346,2006-11-24,356.02
347,2006-11-25,356.02
348,2006-11-26,355.91
349,2006-11-27,355.88
350,2006-11-28,355.91
351,2006-11-29,355.87
352,2006-11-30,355.87
353,2006-12-01,355.92
354,2006-12-02,355.97
355,2006-12-03,356.01
356,2006-12-04,356.0
357,2006-12-05,356.04
358,2006-12-06,356.06
359,2006-12-07,356.03
360,2006-12-08,356.11
361,2006-12-09,356.04
362,2006-12-10,355.89
363,2006-12-11,355.92
364,2006-12-12,355.94
365,2006-12-13,355.92
366,2006-12-14,355.95
367,2006-12-15,355.98
368,2006-12-16,356.01
369,2006-12-17,355.99
370,2006-12-18,356.02
371,2006-12-19,356.03
372,2006-12-20,356.0
373,2006-12-21,355.97
374,2006-12-22,355.97
375,2006-12-23,355.98
376,2006-12-24,355.99
377,2006-12-25,356.01
378,2006-12-26,356.01
379,2006-12-27,356.01
380,2006-12-28,356.03
381,2006-12-29,356.04
382,2006-12-30,356.04
383,2006-12-31,355.99
384,2007-01-01,356.05
385,2007-01-02,356.03
386,2007-01-03,356.01
387,2007-01-04,356.06
388,2007-01-05,356.03
389,2007-01-06,356.04
390,2007-01-07,356.07
391,2007-01-08,356.11
392,2007-01-09,356.09
393,2007-01-10,356.06
394,2007-01-11,356.0
395,2007-01-12,356.0
396,2007-01-13,356.05
397,2007-01-14,356.03
398,2007-01-15,356.06
399,2007-01-16,356.08
400,2007-01-17,356.07
401,2007-01-18,356.1
402,2007-01-19,356.07
403,2007-01-20,356.06
404,2007-01-21,356.09
405,2007-01-22,356.2
406,2007-01-23,356.27
407,2007-01-24,356.21
408,2007-01-25,356.15
409,2007-01-26,356.07
410,2007-01-27,356.02
411,2007-01-28,356.07
412,2007-01-29,356.18
413,2007-01-30,356.21
414,2007-01-31,356.26
415,2007-02-01,356.31
416,2007-02-02,356.35
417,2007-02-03,356.44
418,2007-02-04,356.48
419,2007-02-05,356.6
420,2007-02-06,356.68
421,2007-02-07,356.74
422,2007-02-08,356.73
423,2007-02-09,356.68
424,2007-02-10,356.66
425,2007-02-11,356.63
426,2007-02-12,356.7
427,2007-02-13,356.63
428,2007-02-14,356.71
429,2007-02-15,356.63
430,2007-02-16,356.7
431,2007-02-17,356.71
432,2007-02-18,356.71
433,2007-02-19,356.76
434,2007-02-20,356.79
435,2007-02-21,356.76
436,2007-02-22,356.78
437,2007-02-23,356.79
438,2007-02-24,356.81
439,2007-02-25,356.8
440,2007-02-26,356.75
441,2007-02-27,356.69
442,2007-02-28,356.74
443,2007-03-01,356.79
444,2007-03-02,356.79
445,2007-03-03,356.74
446,2007-03-04,356.72
447,2007-03-05,356.72
448,2007-03-06,356.72
449,2007-03-07,356.79
450,2007-03-08,356.76
451,2007-03-09,356.56
452,2007-03-10,356.53
453,2007-03-11,356.59
454,2007-03-12,356.63
455,2007-03-13,356.61
456,2007-03-14,356.58
457,2007-03-15,356.62
458,2007-03-16,356.63
459,2007-03-17,356.61
460,2007-03-18,356.78
461,2007-03-19,356.87
462,2007-03-20,356.83
463,2007-03-21,356.76
464,2007-03-22,356.67
465,2007-03-23,356.67
466,2007-03-24,356.68
467,2007-03-25,356.65
468,2007-03-26,356.6
469,2007-03-27,356.59
470,2007-03-28,356.57
471,2007-03-29,356.56
472,2007-03-30,356.6
473,2007-03-31,356.56
474,2007-04-01,356.52
475,2007-04-02,356.5
476,2007-04-03,356.57
477,2007-04-04,356.6
478,2007-04-05,356.55
479,2007-04-06,356.51
480,2007-04-07,356.52
481,2007-04-08,356.52
482,2007-04-09,356.53
483,2007-04-10,356.52
484,2007-04-11,356.53
485,2007-04-12,356.52
486,2007-04-13,356.53
487,2007-04-14,356.51
488,2007-04-15,356.49
489,2007-04-16,356.48
490,2007-04-17,356.47
491,2007-04-18,356.43
492,2007-04-19,356.42
493,2007-04-20,356.4
494,2007-04-21,356.38
495,2007-04-22,356.33
496,2007-04-23,356.28
497,2007-04-24,356.29
498,2007-04-25,356.3
499,2007-04-26,356.26
500,2007-04-27,356.21
501,2007-04-28,356.21
502,2007-04-29,356.26
503,2007-04-30,356.3
504,2007-05-01,356.32
505,2007-05-02,356.31
506,2007-05-03,356.29
507,2007-05-04,356.33
508,2007-05-05,356.31
509,2007-05-06,356.25
510,2007-05-07,356.21
511,2007-05-08,356.22
512,2007-05-09,356.22
513,2007-05-10,356.29
514,2007-05-11,356.29
515,2007-05-12,356.24
516,2007-05-13,356.28
517,2007-05-14,356.24
518,2007-05-15,356.23
519,2007-05-16,356.29
520,2007-05-17,356.34
521,2007-05-18,356.38
522,2007-05-19,356.45
523,2007-05-20,356.47
524,2007-05-21,356.46
525,2007-05-22,356.43
526,2007-05-23,356.45
527,2007-05-24,356.46
528,2007-05-25,356.51
529,2007-05-26,356.55
530,2007-05-27,356.55
531,2007-05-28,356.56
532,2007-05-29,356.46
533,2007-05-30,356.44
534,2007-05-31,356.43
535,2007-06-01,356.41
536,2007-06-02,356.4
537,2007-06-03,356.44
538,2007-06-04,356.47
539,2007-06-05,356.51
540,2007-06-06,356.53
541,2007-06-07,356.52
542,2007-06-08,356.5
543,2007-06-09,356.5
544,2007-06-10,356.5
545,2007-06-11,356.48
546,2007-06-12,356.49
547,2007-06-13,356.52
548,2007-06-14,356.52
549,2007-06-15,356.5
550,2007-06-16,356.45
551,2007-06-17,356.45
552,2007-06-18,356.42
553,2007-06-19,356.42
554,2007-06-20,356.4
555,2007-06-21,356.36
556,2007-06-22,356.35
557,2007-06-23,356.33
558,2007-06-24,356.38
559,2007-06-25,356.39
560,2007-06-26,356.35
561,2007-06-27,356.34
562,2007-06-28,356.31
563,2007-06-29,356.28
564,2007-06-30,356.28
565,2007-07-01,356.3
566,2007-07-02,356.39
567,2007-07-03,356.5
568,2007-07-04,356.49
569,2007-07-05,356.43
570,2007-07-06,356.46
571,2007-07-07,356.46
572,2007-07-08,356.47
573,2007-07-09,356.54
574,2007-07-10,356.62
575,2007-07-11,356.64
576,2007-07-12,356.65
577,2007-07-13,356.69
578,2007-07-14,356.68
579,2007-07-15,356.67
580,2007-07-16,356.66
581,2007-07-17,356.61
582,2007-07-18,356.56
583,2007-07-19,356.59
584,2007-07-20,356.58
585,2007-07-21,356.51
586,2007-07-22,356.56
587,2007-07-23,356.64
588,2007-07-24,356.57
589,2007-07-25,356.46
590,2007-07-26,356.47
591,2007-07-27,356.44
592,2007-07-28,356.38
593,2007-07-29,356.35
594,2007-07-30,356.35
595,2007-07-31,356.32
596,2007-08-01,356.34
597,2007-08-02,356.3
598,2007-08-03,356.21
599,2007-08-04,356.16
600,2007-08-05,356.21
601,2007-08-06,356.2
602,2007-08-07,356.17
603,2007-08-08,356.21
604,2007-08-09,356.21
605,2007-08-10,356.23
606,2007-08-11,356.26
607,2007-08-12,356.29
608,2007-08-13,356.27
609,2007-08-14,356.26
610,2007-08-15,356.29
611,2007-08-16,356.26
612,2007-08-17,356.19
613,2007-08-18,356.26
614,2007-08-19,356.29
615,2007-08-20,356.35
616,2007-08-21,356.36
617,2007-08-22,356.36
618,2007-08-23,356.36
619,2007-08-24,356.33
620,2007-08-25,356.29
621,2007-08-26,356.33
622,2007-08-27,356.38
623,2007-08-28,356.43
624,2007-08-29,356.44
625,2007-08-30,356.43
626,2007-08-31,356.47
627,2007-09-01,356.51
628,2007-09-02,356.55
629,2007-09-03,356.56
630,2007-09-04,356.55
631,2007-09-05,356.49
632,2007-09-06,356.49
633,2007-09-07,356.5
634,2007-09-08,356.5
635,2007-09-09,356.5
636,2007-09-10,356.49
637,2007-09-11,356.47
638,2007-09-12,356.42
639,2007-09-13,356.43
640,2007-09-14,356.41
641,2007-09-15,356.36
642,2007-09-16,356.39
643,2007-09-17,356.42
644,2007-09-18,356.4
645,2007-09-19,356.29
646,2007-09-20,356.3
647,2007-09-21,356.33
648,2007-09-22,356.32
649,2007-09-23,356.3
650,2007-09-24,356.35
651,2007-09-25,356.36
652,2007-09-26,356.42
653,2007-09-27,356.44
654,2007-09-28,356.48
655,2007-09-29,356.55
656,2007-09-30,356.56
657,2007-10-01,356.6
658,2007-10-02,356.64
659,2007-10-03,356.64
660,2007-10-04,356.64
661,2007-10-05,356.64
662,2007-10-06,356.64
663,2007-10-07,356.62
664,2007-10-08,356.59
665,2007-10-09,356.55
666,2007-10-10,356.59
667,2007-10-11,356.55
668,2007-10-12,356.53
669,2007-10-13,356.54
670,2007-10-14,356.55
671,2007-10-15,356.54
672,2007-10-16,356.51
673,2007-10-17,356.5
674,2007-10-18,356.46
675,2007-10-19,356.39
676,2007-10-20,356.39
